NAME,ELO,YEAR
LaGrange,1414.34628898,2016.0
LaGrange,1414.34628898,2015.0
Cairn,1414.25861442,2015.0
Nebraska-Omaha,1413.89576917,2013.0
Texas Tech,1413.78486895,2012.0
Northern Colorado,1413.74834064,2012.0
Auburn Montgomery,1413.5709543,2013.0
Rockhurst,1413.49359618,2013.0
Trinity (FL),1413.28325837,2016.0
Palm Beach Atlantic,1413.19819448,2017.0
Cornell,1413.13731217,2017.0
Eastern Washington,1413.12047287,2011.0
Gardner-Webb,1413.06810328,2011.0
Western New Mexico,1412.86800893,2012.0
Western New Mexico,1412.86800893,2013.0
Southern Wesleyan,1412.82964573,2017.0
Ave Maria,1412.70760197,2014.0
Indiana,1412.66278576,2011.0
Central Connecticut State,1412.55376795,2013.0
West Alabama,1412.43329166,2012.0
Charleston Southern,1412.41449654,2014.0
Southeastern Oklahoma State,1412.33673051,2017.0
Asbury,1412.20225254,2017.0
Crowley's Ridge,1411.96670965,2013.0
Texas A&M-International,1411.9368839,2015.0
Texas A&M-International,1411.9368839,2016.0
Cal State Bakersfield,1411.6619748,2014.0
Concordia (MI),1411.61904682,2017.0
Concordia (MI),1411.61904682,2015.0
Concordia (MI),1411.61904682,2016.0
Florida Atlantic,1411.49649579,2012.0
Georgia Southern,1411.48584374,2014.0
Sacred Heart,1411.44241966,2016.0
UC-Irvine,1411.32220678,2011.0
West Virginia Tech,1411.18773745,2013.0
West Virginia Tech,1411.18773745,2012.0
St. Francis (IL),1411.14850954,2015.0
St. Francis (IL),1411.14850954,2016.0
North Carolina Wesleyan,1411.13717466,2014.0
Savannah State,1411.11892011,2014.0
Haskell Indian Nations Institute,1411.08113381,2017.0
Haskell Indian Nations Institute,1411.08113381,2015.0
Haskell Indian Nations Institute,1411.08113381,2016.0
Duquesne,1410.94485729,2013.0
Cheyney,1410.92809267,2015.0
Shenandoah,1410.92211136,2013.0
Texas A&M-Kingsville,1410.88480209,2016.0
Miami (OH),1410.7657256,2012.0
Great Falls,1410.70366624,2015.0
Southern-New Orleans,1410.64710303,2016.0
Southern-New Orleans,1410.64710303,2015.0
Hofstra,1410.63053561,2012.0
Houston Baptist,1410.6097167,2015.0
Huston-Tillotson,1410.57691058,2012.0
St. Joseph's (NY),1410.54458478,2017.0
St. Joseph's (NY),1410.54458478,2015.0
St. Joseph's (NY),1410.54458478,2016.0
Samford,1410.47942336,2016.0
Menlo,1410.4597336,2014.0
Panhandle State,1410.39614962,2012.0
Panhandle State,1410.39614962,2011.0
Stillman,1410.37320884,2014.0
Mayville State,1410.31762802,2011.0
Tusculum,1410.01430418,2015.0
Iowa Wesleyan,1409.95078403,2015.0
Iowa Wesleyan,1409.95078403,2017.0
Iowa Wesleyan,1409.95078403,2016.0
Colgate,1409.82278129,2017.0
Missouri Valley,1409.7213766,2016.0
Missouri Valley,1409.7213766,2017.0
Warner Southern,1409.68485274,2013.0
Central Arkansas,1409.5085812,2013.0
North Carolina-Wilmington,1409.42197813,2011.0
Gwynedd-Mercy,1409.29196148,2014.0
Cal State Dominguez Hills,1409.26996591,2016.0
Southern Mississippi,1409.08175707,2017.0
William & Mary,1408.93754186,2013.0
Siena,1408.85935196,2015.0
Simpson (CA),1408.80197227,2014.0
Simpson (CA),1408.80197227,2017.0
Simpson (CA),1408.80197227,2016.0
Simpson (CA),1408.80197227,2015.0
Citadel,1408.79160968,2017.0
University of the Southwest,1408.64617512,2015.0
Louisiana State-Shreveport,1408.62609646,2017.0
Montana Western,1408.61508379,2015.0
Simpson,1408.55079302,2016.0
Trinity Baptist,1408.48985527,2013.0
Alabama State,1408.4124116,2016.0
Millsaps,1408.29035516,2017.0
Austin College,1408.2846807,2016.0
Fisher College,1408.23508435,2013.0
Hendrix,1408.0831118,2015.0
Hendrix,1408.0831118,2014.0
Hendrix,1408.0831118,2016.0
Hendrix,1408.0831118,2017.0
Arkansas-Pine Bluff,1407.86437809,2014.0
William Jewell,1407.75868611,2017.0
Pennsylvania,1407.66351474,2015.0
Lipscomb,1407.60338038,2012.0
Arkansas State,1407.54164918,2015.0
Howard Payne,1407.11578444,2013.0
Cornell,1406.96666302,2013.0
Cal State Fullerton,1406.93579603,2016.0
Blue Mountain College,1406.8776764,2013.0
Dalton State,1406.79898663,2017.0
Brewton-Parker,1406.40084323,2012.0
Alice Lloyd,1406.36709106,2017.0
Alice Lloyd,1406.36709106,2016.0
Alice Lloyd,1406.36709106,2015.0
Mobile,1406.28662618,2015.0
Mobile,1406.28662618,2014.0
Southeast Missouri State,1406.26605263,2011.0
Dominican (CA),1406.08131018,2016.0
Dominican (CA),1406.08131018,2017.0
Dominican (CA),1406.08131018,2015.0
Dominican (CA),1406.08131018,2013.0
Dominican (CA),1406.08131018,2014.0
Jarvis Christian,1405.97462414,2012.0
Fordham,1405.93309287,2012.0
Pacifica,1405.89432002,2013.0
Drake,1405.86324532,2017.0
Truett-McConnell,1405.86145468,2015.0
Arkansas-Monticello,1405.85253727,2015.0
Randolph,1405.38953325,2014.0
Bristol University,1405.30846264,2015.0
Stetson,1405.28957305,2016.0
Western State,1405.07466745,2012.0
Southeastern Louisiana,1405.02674853,2012.0
Stillman,1404.96641577,2015.0
Stillman,1404.96641577,2016.0
Stillman,1404.96641577,2017.0
Harris-Stowe,1404.93576299,2015.0
Methodist,1404.93388241,2017.0
Northern Colorado,1404.83740735,2016.0
Southeastern Louisiana,1404.83152485,2016.0
Tennessee Temple,1404.82838676,2014.0
Washington College,1404.81582521,2014.0
Northern Kentucky,1404.81582321,2016.0
Northwood (TX),1404.76814424,2015.0
Northwood (TX),1404.76814424,2014.0
Northwood (TX),1404.76814424,2017.0
Northwood (TX),1404.76814424,2016.0
Mount Ida College,1404.71962654,2015.0
Mount Ida College,1404.71962654,2014.0
Mount Ida College,1404.71962654,2017.0
Mount Ida College,1404.71962654,2016.0
Milwaukee,1404.69637243,2013.0
Indiana-Kokomo,1404.69075457,2015.0
Mount St. Mary's,1404.64658929,2011.0
Linfield,1404.50647966,2017.0
Trinity Christian,1404.43948499,2016.0
Carver Bible,1404.22034839,2011.0
Sonoma State,1404.21753077,2017.0
Fontbonne,1403.94895335,2017.0
Virginia Military Institute,1403.54834595,2013.0
Manchester,1403.54834212,2017.0
Manchester,1403.54834212,2016.0
Jacksonville,1403.54042597,2012.0
Coppin State,1403.48428427,2012.0
Fairleigh Dickinson-Florham,1403.2611169,2017.0
Montana State,1403.15566953,2014.0
Florida Memorial,1403.15392293,2015.0
Willamette,1403.08330062,2015.0
Peru State,1403.07302908,2017.0
Peru State,1403.07302908,2014.0
Peru State,1403.07302908,2015.0
Peru State,1403.07302908,2016.0
Lewis & Clark,1402.98744078,2013.0
Lewis & Clark,1402.98744078,2014.0
Wright State,1402.90382261,2015.0
Hope International,1402.89533145,2014.0
Hope International,1402.89533145,2015.0
Hope International,1402.89533145,2016.0
Hope International,1402.89533145,2017.0
Florida A&M,1402.81335618,2014.0
Henderson State,1402.18306955,2017.0
LeTourneau,1402.13584395,2017.0
Cal State East Bay,1402.08056135,2017.0
Oberlin,1402.07927967,2014.0
Pacific,1402.07538929,2012.0
Saint Joseph's (IN),1402.05937522,2015.0
Mid-Atlantic Christian,1401.8441392,2017.0
Mid-Atlantic Christian,1401.8441392,2016.0
Army,1401.70185121,2015.0
West Alabama,1401.62766465,2013.0
San Diego Christian,1401.61000432,2012.0
Berea,1401.49719761,2017.0
Wilmington (DE),1401.43914216,2015.0
Wilmington (DE),1401.43914216,2013.0
Wilmington (DE),1401.43914216,2016.0
Wilmington (DE),1401.43914216,2014.0
Samford,1401.42787575,2012.0
Florida Gulf Coast,1401.37276258,2011.0
Oakland City,1401.33041017,2012.0
Montana Tech,1401.28717439,2012.0
South Dakota School of Mines,1401.26691421,2017.0
South Dakota School of Mines,1401.26691421,2016.0
Bluefield (WV),1401.21537551,2016.0
Bluefield (WV),1401.21537551,2017.0
Bluefield (WV),1401.21537551,2015.0
Robert Morris (IL),1401.20385724,2013.0
Averett,1401.12731408,2015.0
Texas A&M-International,1401.11069337,2017.0
Kean,1400.97511714,2016.0
Wagner,1400.90426947,2011.0
Navy,1400.86847645,2011.0
Maine,1400.66415262,2011.0
Milligan,1400.24886046,2011.0
Holy Names,1400.08222975,2014.0
Brescia,1400.00918352,2014.0
Greenville (IL),1399.94869179,2015.0
Greenville (IL),1399.94869179,2014.0
Greenville (IL),1399.94869179,2017.0
Greenville (IL),1399.94869179,2016.0
Hartford,1399.84259008,2011.0
Hawaii-Hilo,1399.70002994,2016.0
Troy,1399.6927067,2014.0
Willamette,1399.65842029,2016.0
Willamette,1399.65842029,2017.0
Illinois-Springfield,1399.47868573,2017.0
Jacksonville State,1399.47419504,2015.0
Cal State Northridge,1399.45122164,2013.0
St. Thomas (TX),1399.44644637,2013.0
St. Thomas (TX),1399.44644637,2012.0
New Orleans,1399.41848695,2014.0
Pepperdine,1399.41763834,2012.0
Maryland-Eastern Shore,1399.1582683,2017.0
Hampton,1399.0377718,2012.0
Florida National University,1399.02294578,2016.0
Tennessee Temple,1398.83936535,2017.0
Tennessee Temple,1398.83936535,2015.0
Tennessee Temple,1398.83936535,2016.0
Middle Georgia State,1398.7007137,2017.0
Southern Illinois-Edwardsville,1398.68688417,2012.0
Malone,1398.65899014,2015.0
Florida College,1398.61985902,2016.0
Mount Saint Vincent,1398.33183139,2017.0
Sacred Heart,1398.2647633,2012.0
Maryville (MO),1398.22503757,2017.0
Maryville (MO),1398.22503757,2016.0
Johnson University,1398.07660553,2016.0
Wheelock,1398.05833436,2016.0
Roosevelt,1397.82544051,2012.0
William Jessup,1397.74849007,2016.0
Illinois State,1397.71911656,2011.0
UC-Merced,1397.70922016,2017.0
Suffolk,1397.66558603,2016.0
Suffolk,1397.66558603,2014.0
Suffolk,1397.66558603,2017.0
Suffolk,1397.66558603,2015.0
UC-Santa Cruz,1397.6341694,2012.0
Montana Western,1397.59302893,2017.0
Montana Western,1397.59302893,2016.0
Drake,1397.53978551,2016.0
UC-Riverside,1397.50291985,2017.0
Saint Joseph's (IN),1397.4291502,2016.0
Fisk,1397.30652787,2014.0
Central Pennsylvania College,1397.2753688,2012.0
Loyola (MD),1397.25154657,2015.0
Colorado Christian,1397.15811791,2014.0
Winthrop,1396.63965187,2012.0
Menlo,1396.58367141,2015.0
Bridgewater (VA),1396.25541569,2016.0
St. Gregory's,1396.20321933,2013.0
St. Gregory's,1396.20321933,2015.0
St. Gregory's,1396.20321933,2014.0
St. Gregory's,1396.20321933,2017.0
St. Gregory's,1396.20321933,2016.0
Schreiner,1396.19600916,2014.0
Hawaii-Hilo,1396.13184143,2017.0
Claflin,1396.10211717,2014.0
Claflin,1396.10211717,2016.0
Claflin,1396.10211717,2015.0
Delaware State,1395.98120424,2013.0
Mount St. Mary's,1395.97413796,2016.0
Howard Payne,1395.73900114,2014.0
Jarvis Christian,1395.71915517,2013.0
Cal State Fullerton,1395.6300028,2011.0
Columbia,1395.37560924,2013.0
Towson,1395.37160998,2015.0
Montana State,1395.33840165,2013.0
Virginia-Lynchburg,1395.13838794,2016.0
Virginia-Lynchburg,1395.13838794,2015.0
Virginia-Lynchburg,1395.13838794,2017.0
Saint Joseph's (IN),1395.06086627,2017.0
Urbana,1394.97998063,2014.0
Nicholls State,1394.78216165,2016.0
New Orleans,1394.74681709,2015.0
Louisiana-Monroe,1394.63011156,2014.0
Chowan,1394.49477175,2015.0
Rio Grande,1394.26866011,2016.0
Rio Grande,1394.26866011,2017.0
Sacred Heart,1394.07392941,2011.0
Utah Valley,1394.05070402,2013.0
Truett-McConnell,1393.87593594,2016.0
Washington College,1393.84887865,2015.0
Washington College,1393.84887865,2016.0
Ferrum,1393.73486173,2016.0
Samford,1393.70371132,2014.0
Marygrove,1393.65725057,2016.0
Youngstown State,1393.57603487,2015.0
Holy Cross,1393.54388329,2011.0
Pacific Lutheran,1393.38202649,2014.0
Louisiana College,1393.34884587,2012.0
Troy,1393.27315594,2013.0
Goldey-Beacom,1393.17659211,2016.0
Coastal Georgia,1392.69153649,2017.0
Robert Morris,1392.63437787,2016.0
Ecclesia,1392.4935672,2012.0
Tabor College,1392.46771079,2014.0
Tabor College,1392.46771079,2013.0
Tennessee Tech,1392.39706715,2015.0
Claflin,1392.22355706,2017.0
MacMurray,1392.12326378,2014.0
MacMurray,1392.12326378,2013.0
MacMurray,1392.12326378,2017.0
MacMurray,1392.12326378,2015.0
MacMurray,1392.12326378,2016.0
MacMurray,1392.12326378,2012.0
Manhattan,1392.11957785,2017.0
Northern New Mexico,1392.08330218,2012.0
Arizona Christian,1392.05075734,2014.0
Arizona Christian,1392.05075734,2015.0
Louisiana State,1391.87818114,2011.0
Barber-Scotia,1391.81673921,2014.0
East Tennessee State,1391.7957419,2013.0
San Jose State,1391.70870235,2012.0
Bethel (TN),1391.68460063,2014.0
Florida Atlantic,1391.59818054,2016.0
Texas Lutheran,1391.58446008,2015.0
Wyoming,1391.4109397,2011.0
Southeastern,1391.2491121,2013.0
Cameron,1391.16831845,2014.0
Florida Tech,1391.14173963,2016.0
Daniel Webster,1391.09898635,2016.0
Indiana-Northwest,1390.89479619,2012.0
Loyola Marymount,1390.86143007,2011.0
Huston-Tillotson,1390.852055,2013.0
Purdue Calumet,1390.82038996,2017.0
Purdue Calumet,1390.82038996,2016.0
Nicholls State,1390.73707912,2015.0
Mississippi College,1390.61098873,2016.0
Texas A&M-Kingsville,1389.72808332,2017.0
Central Michigan,1389.64460951,2011.0
Brevard,1389.37062979,2013.0
Malone,1389.30760655,2017.0
Malone,1389.30760655,2016.0
Texas-San Antonio,1389.11434639,2014.0
Chicago State,1389.10495765,2014.0
Southern Illinois-Edwardsville,1388.99315948,2011.0
Bryant,1388.95388454,2011.0
Martin Methodist,1388.89850666,2015.0
Martin Methodist,1388.89850666,2014.0
Martin Methodist,1388.89850666,2017.0
Martin Methodist,1388.89850666,2016.0
Abilene Christian,1388.8177942,2014.0
Blue Mountain College,1388.74273493,2014.0
Blue Mountain College,1388.74273493,2015.0
Pennsylvania,1388.7027674,2014.0
Utah Valley,1388.66640242,2015.0
Pomona-Pitzer,1388.46897905,2017.0
San Francisco State,1388.43095583,2015.0
Miles,1388.18239522,2015.0
Goucher,1388.0360247,2015.0
Allen,1387.96521524,2012.0
Rockhurst,1387.91388386,2014.0
Marist,1387.87753949,2013.0
Troy,1387.6791866,2012.0
Nicholls State,1387.55026367,2012.0
Trinity (FL),1387.09686065,2017.0
Walla Walla,1386.66403682,2014.0
Chaminade,1386.61095471,2013.0
Cal State Dominguez Hills,1386.57660466,2017.0
Wheelock,1386.47548127,2017.0
Tusculum,1386.46145606,2016.0
Lyon,1386.21497443,2012.0
Chattanooga,1386.14615467,2013.0
Covenant,1386.00423675,2016.0
Brescia,1385.97869471,2015.0
Arizona Christian,1385.91284836,2016.0
Judson,1385.77713261,2013.0
Bob Jones University,1385.72319794,2015.0
Long Island University,1385.52089139,2015.0
Alaska-Anchorage,1385.25145965,2014.0
Louisiana State-Alexandria,1385.12995837,2015.0
Marywood,1384.95044306,2014.0
Marywood,1384.95044306,2016.0
Marywood,1384.95044306,2015.0
Marywood,1384.95044306,2013.0
Montana State,1384.90551432,2011.0
Our Lady of the Lake,1384.71657559,2016.0
Urbana,1384.50352887,2015.0
Bethel (TN),1384.41185541,2016.0
Bethel (TN),1384.41185541,2015.0
Valley City State,1384.32404145,2016.0
Valley City State,1384.32404145,2017.0
Florida Tech,1384.22159921,2017.0
Tusculum,1384.18969421,2017.0
Howard,1383.75508132,2015.0
Hiwassee,1383.61746757,2013.0
Shenandoah,1383.57218602,2014.0
Shenandoah,1383.57218602,2015.0
Sacramento State,1383.55283617,2013.0
San Francisco State,1383.45901357,2016.0
Warner Southern,1383.42428628,2014.0
Central Baptist,1383.39407097,2013.0
Auburn Montgomery,1383.2399311,2014.0
James Madison,1383.19204305,2012.0
LaGrange,1383.00191376,2017.0
West Alabama,1382.85320887,2014.0
West Alabama,1382.85320887,2016.0
West Alabama,1382.85320887,2015.0
West Alabama,1382.85320887,2017.0
Averett,1382.77550426,2016.0
Carroll (MT),1382.74338932,2016.0
Carroll (MT),1382.74338932,2015.0
Carroll (MT),1382.74338932,2017.0
Hillsdale,1382.705999,2016.0
St. Francis (IL),1382.14210464,2017.0
Florida International,1381.82287366,2011.0
La Verne,1381.78994577,2014.0
Panhandle State,1381.780115,2014.0
Panhandle State,1381.780115,2013.0
Panhandle State,1381.780115,2016.0
Panhandle State,1381.780115,2015.0
Oberlin,1381.77757119,2015.0
Seattle,1381.68739017,2011.0
Stetson,1381.67883215,2017.0
Mars Hill,1381.60198871,2015.0
Roosevelt,1381.58537849,2013.0
Tabor College,1381.56421739,2015.0
Lewis & Clark,1381.52833308,2015.0
Lewis & Clark,1381.52833308,2016.0
Southern-New Orleans,1381.49311485,2017.0
Florida Atlantic,1381.4311715,2015.0
Daniel Webster,1381.41203605,2017.0
Austin College,1381.37093728,2017.0
Brewton-Parker,1381.20181164,2013.0
Coker,1381.13867834,2017.0
William Jessup,1381.11403806,2017.0
Jacksonville,1381.06702543,2013.0
Ave Maria,1381.05019763,2015.0
Southern,1380.41006062,2017.0
Wayland Baptist,1380.35113995,2015.0
Wayland Baptist,1380.35113995,2016.0
Simpson,1380.24842447,2017.0
IPFW,1379.98494633,2012.0
Florida National University,1379.92582292,2017.0
Mobile,1379.92013461,2016.0
Jarvis Christian,1379.84930241,2014.0
Columbia International,1379.55396852,2015.0
Fresno Pacific,1379.42870062,2016.0
St. Francis (NY),1379.41588863,2013.0
Texas-Tyler,1379.41467774,2013.0
Cairn,1379.38192674,2016.0
Cheyney,1379.34433579,2016.0
Cheyney,1379.34433579,2017.0
Central Connecticut State,1379.30439274,2014.0
Eastern Illinois,1379.29695117,2013.0
Arkansas-Pine Bluff,1379.13255344,2012.0
Western State,1379.0415439,2013.0
Southern Illinois,1379.00884849,2012.0
Arkansas-Monticello,1378.93298334,2016.0
Texas A&M-Corpus Christi,1378.32186517,2011.0
Alabama A&M,1378.28726864,2011.0
Kean,1378.27022067,2017.0
Campbell,1378.16750842,2013.0
Niagara,1377.99117909,2017.0
Virginia Intermont,1377.65925118,2012.0
Massachusetts-Lowell,1377.14845274,2014.0
Lyndon State,1377.07297129,2014.0
Covenant,1377.0691565,2017.0
Loyola (MD),1376.97424199,2014.0
Gwynedd-Mercy,1376.91295021,2017.0
Gwynedd-Mercy,1376.91295021,2016.0
Gwynedd-Mercy,1376.91295021,2015.0
Drexel,1376.87596519,2017.0
Loyola (LA),1376.87522212,2012.0
West Virginia Tech,1376.83755786,2014.0
Southern Virginia,1376.76930138,2012.0
Carver Bible,1376.75828786,2015.0
Carver Bible,1376.75828786,2013.0
Carver Bible,1376.75828786,2016.0
Carver Bible,1376.75828786,2014.0
Carver Bible,1376.75828786,2017.0
Carver Bible,1376.75828786,2012.0
University of the Southwest,1376.66075425,2017.0
University of the Southwest,1376.66075425,2016.0
Southeastern Louisiana,1376.42141197,2014.0
Vanguard,1376.20471338,2012.0
Bethune-Cookman,1375.97198285,2016.0
Toccoa Falls,1375.93985589,2013.0
Oberlin,1375.86206162,2016.0
Portland,1375.8563765,2012.0
Texas Christian,1375.73867802,2011.0
Trinity Christian,1375.60394446,2017.0
Pacific Union,1375.57276969,2016.0
Fort Valley State,1375.50581197,2015.0
Tabor College,1375.24167454,2017.0
Tabor College,1375.24167454,2016.0
Holy Cross,1375.20136683,2013.0
San Francisco State,1375.12736164,2017.0
Randolph,1375.10863602,2015.0
Bethesda University (CA),1375.04509838,2016.0
Arlington Baptist,1374.98560341,2013.0
Austin Peay,1374.79116359,2014.0
Presbyterian,1374.71504659,2016.0
Bristol University,1374.68558735,2016.0
Edward Waters,1374.59380751,2014.0
Ferrum,1374.3506771,2017.0
Urbana,1374.10056615,2016.0
Waldorf,1373.54221635,2014.0
Waldorf,1373.54221635,2015.0
North Carolina-Wilmington,1373.37490567,2012.0
Menlo,1373.33274933,2016.0
Bethel (TN),1373.32867285,2017.0
Southern Utah,1373.10833257,2015.0
Antelope Valley,1373.07043642,2016.0
Missouri-Kansas City,1372.89609727,2012.0
Shenandoah,1372.78688177,2016.0
Washington College,1372.78115088,2017.0
Missouri-Kansas City,1372.671512,2014.0
Life Pacific,1372.66962156,2017.0
UC-Santa Cruz,1372.60025371,2013.0
Utah,1372.56456613,2012.0
Hannibal-LaGrange,1372.25532308,2012.0
Morgan State,1372.22670554,2017.0
Miles,1372.2178471,2016.0
Brescia,1372.18560023,2016.0
Chowan,1372.17655605,2016.0
Sacramento State,1371.97463043,2012.0
North Carolina-Greensboro,1371.88079101,2011.0
Oakland City,1371.85380177,2013.0
Maryland-Eastern Shore,1371.83336077,2011.0
Louisiana Tech,1371.82199516,2011.0
Holy Names,1371.71834219,2015.0
Voorhees,1371.60656024,2016.0
Lees-McRae,1371.55140095,2014.0
Lees-McRae,1371.55140095,2015.0
North Carolina Central,1371.43504602,2016.0
Tennessee State,1371.2432376,2014.0
Fisk,1371.0166829,2015.0
Marist,1371.00056962,2015.0
Montana Tech,1370.93616177,2014.0
Montana Tech,1370.93616177,2013.0
Arkansas State,1370.81620145,2016.0
Eureka,1370.74883953,2013.0
Montana State,1370.68817672,2012.0
South Carolina State,1370.6328434,2017.0
North Greenville,1370.54106081,2014.0
North Greenville,1370.54106081,2015.0
American,1370.47793309,2017.0
Menlo,1370.44603152,2017.0
Selma University,1370.27768567,2016.0
Indiana-Northwest,1370.20910855,2013.0
Montreat,1370.07521694,2011.0
College of Charleston,1370.01038008,2015.0
Northwestern State,1369.96279776,2016.0
St. Thomas (TX),1369.87749241,2014.0
Lewis & Clark,1369.73464393,2017.0
Florida Christian,1369.14326877,2013.0
Florida Christian,1369.14326877,2014.0
Thomas University,1369.04058927,2015.0
Southern Illinois-Edwardsville,1368.97023715,2014.0
Alcorn State,1368.84235763,2016.0
Wilmington (DE),1368.77400833,2017.0
La Sierra,1368.69208196,2013.0
La Sierra,1368.69208196,2012.0
Chaminade,1368.68223075,2014.0
Union (KY),1368.32309794,2017.0
Union (KY),1368.32309794,2015.0
Union (KY),1368.32309794,2013.0
Union (KY),1368.32309794,2016.0
Union (KY),1368.32309794,2014.0
Pacific Lutheran,1368.3173202,2015.0
Northern Arizona,1368.1181511,2017.0
Hartford,1368.08534996,2015.0
Illinois-Chicago,1367.98094589,2016.0
Alabama A&M,1367.90895891,2014.0
UC-Riverside,1367.81789292,2014.0
Idaho State,1367.75706787,2011.0
Charlotte,1367.65756815,2011.0
Mississippi College,1367.24379013,2017.0
Morgan State,1367.13528536,2012.0
South Dakota,1366.9894189,2013.0
Bradley,1366.79101023,2016.0
Seattle,1366.5957356,2014.0
South Carolina State,1366.57934943,2011.0
Robert Morris (IL),1366.54945894,2014.0
New Orleans,1366.54490623,2012.0
Goucher,1366.51732628,2016.0
Alaska-Anchorage,1366.46103431,2015.0
Arizona Christian,1366.37935186,2017.0
Cameron,1366.28946854,2015.0
Cameron,1366.28946854,2017.0
Cameron,1366.28946854,2016.0
Western New Mexico,1366.26809246,2017.0
Western New Mexico,1366.26809246,2014.0
Western New Mexico,1366.26809246,2016.0
Western New Mexico,1366.26809246,2015.0
Wagner,1366.17014224,2015.0
Delaware,1366.11458136,2016.0
Troy,1366.07273196,2011.0
Old Dominion,1365.42844005,2013.0
Victory,1365.18380706,2014.0
Victory,1365.18380706,2013.0
Victory,1365.18380706,2016.0
Victory,1365.18380706,2012.0
Victory,1365.18380706,2017.0
Victory,1365.18380706,2015.0
Eastern Washington,1364.92673846,2013.0
Columbia International,1364.90455281,2016.0
Marygrove,1364.87861568,2017.0
Chicago State,1364.82600975,2013.0
Southeastern,1364.41128223,2017.0
Southeastern,1364.41128223,2015.0
Southeastern,1364.41128223,2016.0
Southeastern,1364.41128223,2014.0
Piedmont,1364.34394908,2015.0
Bryant,1364.28174949,2017.0
Cincinnati Christian,1364.10759968,2013.0
Brown,1364.10526463,2016.0
Colorado Christian,1363.72971908,2015.0
Rochester (MI),1363.6746042,2012.0
Oakwood,1363.59870523,2013.0
Arkansas-Monticello,1363.40457128,2017.0
Virginia Intermont,1363.35488019,2013.0
Youngstown State,1363.3305283,2011.0
Johnson & Wales (NC),1363.29576901,2013.0
Louisiana State-Alexandria,1362.7320091,2016.0
Pacifica,1362.52263203,2015.0
Pacifica,1362.52263203,2016.0
Pacifica,1362.52263203,2017.0
Pacifica,1362.52263203,2014.0
Rockhurst,1362.34218784,2015.0
Webber,1362.24335227,2012.0
Southern California,1362.1902566,2012.0
Central Michigan,1362.07925422,2012.0
Northern New Mexico,1361.86198957,2013.0
Florida Memorial,1361.7469925,2016.0
Marywood,1361.69629447,2017.0
Crowley's Ridge,1361.68646612,2014.0
Western State,1361.57761815,2014.0
Harris-Stowe,1361.47558126,2016.0
Harris-Stowe,1361.47558126,2017.0
Texas Lutheran,1361.46218735,2016.0
San Jose State,1361.42974135,2014.0
Western Illinois,1361.38680568,2015.0
Niagara,1361.34769899,2011.0
Arkansas-Pine Bluff,1361.32193924,2015.0
Mayville State,1361.07593647,2012.0
Schreiner,1360.96243763,2015.0
Fresno Pacific,1360.80532116,2017.0
Evergreen State,1360.68273966,2016.0
Evergreen State,1360.68273966,2017.0
Evergreen State,1360.68273966,2014.0
Evergreen State,1360.68273966,2015.0
Chowan,1360.55572568,2017.0
Warner Southern,1360.49466717,2016.0
Warner Southern,1360.49466717,2015.0
Warner Southern,1360.49466717,2017.0
Lyndon State,1360.38161304,2015.0
Mobile,1360.1983389,2017.0
Trinity Baptist,1360.16992719,2014.0
West Virginia Tech,1360.01185688,2015.0
Bridgewater (VA),1359.84094993,2017.0
Bluefield College (VA),1359.82667562,2015.0
Bluefield College (VA),1359.82667562,2014.0
Cairn,1359.56770015,2017.0
St. Edward's,1359.54021336,2015.0
New Hampshire,1359.51478969,2012.0
North Texas,1359.29378213,2017.0
Cal State Fullerton,1359.1463128,2015.0
Ecclesia,1359.13302608,2013.0
Idaho State,1359.01336418,2014.0
Greensboro,1359.00996392,2014.0
Our Lady of the Lake,1358.94165284,2017.0
Brewton-Parker,1358.82032118,2014.0
American,1358.78400496,2013.0
Vanguard,1358.55105076,2013.0
Eureka,1358.47425419,2014.0
Grambling,1358.4499377,2017.0
Montana Tech,1358.40887909,2015.0
Montana Tech,1358.40887909,2016.0
Wayland Baptist,1358.35905224,2017.0
Virginia Military Institute,1358.29867699,2016.0
La Verne,1358.17877836,2015.0
Oberlin,1358.13138432,2017.0
Howard,1358.1049224,2012.0
Florida A&M,1357.88814969,2011.0
Loyola (LA),1357.87758933,2013.0
Saint Francis (PA),1357.8670823,2011.0
Washington Adventist,1357.84684549,2015.0
Washington Adventist,1357.84684549,2014.0
Washington Adventist,1357.84684549,2013.0
Washington Adventist,1357.84684549,2012.0
Jackson State,1357.73485429,2017.0
Florida International,1357.51971386,2017.0
Gardner-Webb,1357.22675606,2012.0
Hofstra,1357.09138017,2014.0
Longwood,1357.04915954,2015.0
Troy,1356.64490343,2016.0
Massachusetts-Lowell,1355.99133974,2016.0
Samford,1355.97444059,2013.0
Army,1355.93543047,2012.0
North Carolina Wesleyan,1355.71468522,2015.0
Pacific Union,1355.71090638,2017.0
Jacksonville,1355.66856967,2015.0
Panhandle State,1355.63898496,2017.0
Dillard,1355.54759603,2012.0
Goucher,1355.49299403,2017.0
UC-Davis,1355.39269776,2011.0
Indiana-Kokomo,1355.24446684,2016.0
Niagara,1355.00816022,2015.0
Tougaloo,1354.42537868,2017.0
Fisher College,1354.02702818,2014.0
Texas-Tyler,1353.83358295,2014.0
West Virginia Tech,1353.71434639,2017.0
West Virginia Tech,1353.71434639,2016.0
Massachusetts-Lowell,1353.65887772,2017.0
Lees-McRae,1353.64507386,2016.0
