TEAM,ELO,YEAR
Holy Names,1319.1601728197113,2016
Seton Hall,2128.9725629573245,2016
Cumberland University,1476.8887068934605,2016
Johnson & Wales (RI),1429.05658323187,2016
Rutgers-Newark,1475.1149126087425,2016
Coppin State,1313.5121724727228,2016
UC-Santa Cruz,1323.1418701654477,2016
Massachusetts Institute of Technology,1437.9197908278431,2016
Iowa Wesleyan,1398.3520984936192,2016
Providence,2013.4862716735754,2016
Philander Smith,1423.2084436770358,2016
Bethesda,1464.622765696737,2016
Georgetown,1804.8067682745013,2016
Jarvis Christian,1231.7593674612644,2016
Campbellsville,1406.161015855928,2016
Iona,1821.266874904974,2016
Texas-El Paso,1646.9263359913703,2016
Asbury,1417.0214186001317,2016
Brown,1366.993212285329,2016
Sonoma State,1401.3467645659741,2016
Goshen,1490.1763444570179,2016
Southern Arkansas,1445.0632266205907,2016
Marian (IN),1470.0,2016
Duke,2086.872754646995,2016
Wentworth,1420.7696454384688,2016
Saint Rose,1493.9755810547292,2016
Defiance,1475.3128368011244,2016
Hawaii,1910.2394346175006,2016
Florida National University,1381.261687418991,2016
Anderson (SC),1438.9695797050704,2016
Holy Cross,1500.889611737167,2016
George Mason,1572.760190569885,2016
Tulsa,1895.3347509959551,2016
Morehead State,1708.5518546538524,2016
Cincinnati,1946.9225835810782,2016
Texas-Rio Grande Valley,1356.790284142204,2016
Worcester Tech,1475.6564672704153,2016
College of Charleston,1572.1500192876467,2016
Wiley,1433.0448998892186,2016
La Verne,1306.1703601850709,2016
Morrisville State,1455.2618986568914,2016
Dickinson College,1457.0864959089884,2016
Alabama-Huntsville,1399.6820626247234,2016
Emporia State,1463.1254613805947,2016
Barry,1472.5839895213328,2016
Multnomah,1452.5837775182104,2016
Texas State,1561.5472692211097,2016
Campbell,1350.0274743784494,2016
NYIT,1444.9247215714895,2016
Carroll,1479.0743126433367,2016
Texas Southern,1559.9875717092762,2016
Rutgers,1479.894287194454,2016
Ball State,1616.9828105366457,2016
Saint Joseph's (IN),1378.4785509048404,2016
Cal State Bakersfield,1801.5920094690528,2016
Milwaukee,1668.6500131783778,2016
Liberty,1475.6523766235891,2016
Southern,1532.0914985997456,2016
Thomas (ME),1446.480816381825,2016
Mercy,1428.0759485693902,2016
Presentation,1470.09609953738,2016
Texas A&M-International,1397.2087471463178,2016
San Jose State,1455.9351697483783,2016
Purdue North Central,1458.907622650311,2016
Northern Arizona,1312.9977114336261,2016
Adams State,1457.2626697736441,2016
Jackson State,1461.582309844812,2016
Charleston Southern,1315.8184557884595,2016
Hood,1451.1566992498867,2016
San Diego,1525.0312864111236,2016
Eastern Michigan,1725.8225864969645,2016
Regis (CO),1476.4764331010583,2016
Pittsburgh-Bradford,1492.8092418950982,2016
Michigan-Dearborn,1446.116439398856,2016
Cal State San Marcos,1419.9945022002319,2016
Arkansas State,1367.7404770030425,2016
Linfield,1405.1162881742598,2016
Emerson,1447.9885410167278,2016
Florida Gulf Coast,1660.9953335225764,2016
Nova Southeastern,1482.8622424197397,2016
Philadelphia,1479.9079952429279,2016
Kentucky Christian,1428.3085351983468,2016
Louisiana State-Shreveport,1459.6737503447257,2016
Southwestern (AZ),1467.856205055197,2016
Cameron,1348.5812211258362,2016
Eastern Oregon,1430.8862384247086,2016
Waldorf,1322.7736013845126,2016
Biola,1494.6627238319938,2016
Mississippi,1873.0736471647738,2016
Cornerstone,1457.9036882064565,2016
Middle Georgia State,1430.114264544798,2016
Rio Grande,1380.2811351898577,2016
North Greenville,1313.369656073062,2016
Rice,1516.62934500209,2016
Reinhardt,1161.6233071406073,2016
Bradley,1374.7919745922404,2016
Southwestern Christian,1463.0981969040201,2016
Mount Olive,1491.2560184201154,2016
Maryland,2040.5531300274567,2016
Auburn,1665.0569866565424,2016
Penn State-Mont Alto,1462.8845737777194,2016
Chapman,1456.2625331667273,2016
Concordia (OR),1442.0422257745731,2016
Florida A&M,1148.7189228449854,2016
Old Dominion,1800.266351223912,2016
Notre Dame (CA),1467.9452113160417,2016
Mississippi College,1368.8495635483953,2016
Barber-Scotia,1320.4608764503382,2016
Clearwater Christian,1473.4254321442495,2016
Troy,1365.384543401967,2016
Cincinnati Christian,1256.927075396795,2016
Emory,1464.0019064980559,2016
Elmhurst,1490.0888368012786,2016
North Carolina-Asheville,1692.0667540066481,2016
Chestnut Hill,1434.8262875675393,2016
Henderson State,1427.3766241634667,2016
Idaho State,1525.333266688989,2016
Bryant,1257.6467012239423,2016
Nichols,1480.888312551559,2016
Great Falls,1302.4354272038702,2016
Syracuse,1906.4059771936488,2016
Southeast Missouri State,1281.0421546960818,2016
Portland Bible College,1462.357550240388,2016
Caldwell,1446.0425056799877,2016
Gonzaga,2074.8821444734244,2016
Saint Francis (PA),1336.950841856697,2016
Angelo State,1458.1625045439312,2016
St. Edward's,1312.9268175246032,2016
Savannah State,1457.413478445718,2016
Capital,1466.93357506566,2016
Albany State (GA),1417.796179385348,2016
Saint Leo,1457.467241985221,2016
Southeastern Oklahoma State,1436.2827599188122,2016
Covenant,1363.8730662589835,2016
Philadelphia Biblical,1425.065449249479,2016
Holy Cross (IN),1444.616825531487,2016
Fontbonne,1418.2014820051822,2016
Midland Lutheran,1470.6777603875482,2016
Cleveland State,1465.3810427780259,2016
Canisius,1467.6243012847435,2016
Norfolk State,1525.20306281916,2016
Western Carolina,1650.938380983122,2016
Ohio State,2005.224009900841,2016
Daniel Webster,1374.5661646846982,2016
Benedictine-Springfield,1462.2368896738817,2016
Johnson University,1380.4825075817803,2016
San Francisco State,1367.3095810144603,2016
Chicago State,1197.64964506971,2016
St. Thomas (TX),1295.7698214264199,2016
Iowa,1954.613178754579,2016
South Carolina State,1519.1578616167671,2016
City College of New York,1427.0299207267399,2016
Missouri S&T,1438.8197309001896,2016
Mars Hill,1323.8085453007395,2016
Muhlenburg,1488.253145507806,2016
Southern Illinois-Edwardsville,1356.0700832021246,2016
Kent State,1637.4402248549695,2016
Kennesaw State,1480.449695572088,2016
Virginia Commonwealth,1947.744109019884,2016
College of New Jersey,1422.8039563900559,2016
Monmouth,1801.1683691106355,2016
Cal State Stanislaus,1468.4488162253097,2016
Oglethorpe,1460.6225261355696,2016
Tusculum,1370.5193222759935,2016
East Texas Baptist,1433.868218598505,2016
Brigham Young-Hawaii,1421.6903923738741,2016
Miami (OH),1620.6071523832068,2016
Bristol University,1360.1421878305362,2016
Southeastern,1342.2656943343352,2016
Iowa State,1997.7431606274524,2016
Tampa,1475.3006140936839,2016
Tuskegee,1439.8605885367326,2016
John Brown,1490.2468628297534,2016
Worcester State,1475.2782513138482,2016
Dominican (CA),1393.6872795706222,2016
Citadel,1290.2550654054357,2016
Montana State,1489.656197829905,2016
Swarthmore,1465.4212484231293,2016
Malone,1373.122686640764,2016
Davidson,1882.5141532767684,2016
Ecclesia,1254.9222345909152,2016
Sacramento State,1499.25095804772,2016
Lees-McRae,1329.9378647278486,2016
Western Illinois,1479.0447928010894,2016
Northwest Oklahoma State,1416.1592666359425,2016
Trinity (TX),1425.625974374819,2016
Fresno State,1974.6176261354362,2016
Mansfield,1473.4641832175946,2016
Trinity International (IL),1406.5074360364968,2016
Indiana-Northwest,1255.9573459025908,2016
Southwestern Oklahoma State,1493.821340860395,2016
Colorado College,1476.4150807675653,2016
Mount St. Joseph,1440.2372390080939,2016
NYU-Poly,1434.7627930755157,2016
Washington,1890.0415776776608,2016
Northland,1479.8557924327954,2016
Columbus State,1483.9860100269393,2016
East Tennessee State,1753.9358538178867,2016
Laroche,1476.8042241238975,2016
Schreiner,1293.5866696623536,2016
Arkansas,1847.6632258800462,2016
Massachusetts-Lowell,1368.0330386246658,2016
Loras,1490.0608485843748,2016
Medgar Evers,1459.3864445576417,2016
Farmingdale State,1451.5597208089835,2016
Louisville,2116.71023848605,2016
Saint Mary's (CA),1974.1256711146168,2016
Anderson (IN),1438.7388141536135,2016
Stillman,1390.9528397932945,2016
Texas-Arlington,1703.7815845464127,2016
Notre Dame,2047.4391260779241,2016
Bowie State,1498.7928191669346,2016
Mary Hardin-Baylor,1470.0,2016
Hartford,1336.7794391532545,2016
Embry-Riddle Aeronautical University,1483.9538368443768,2016
Washington & Lee,1455.0523714627204,2016
Northern Iowa,1984.059557774943,2016
Bluffton,1484.6804099445058,2016
Coastal Carolina,1644.5325616731852,2016
Saint Mary (KS),1468.7226052789815,2016
Alma,1415.9272440888456,2016
Cedarville,1419.4635372716834,2016
Chattanooga,1871.9849541968235,2016
Neumann,1465.0869466372026,2016
Cal State East Bay,1413.6009111010503,2016
Truett-McConnell,1378.0573937082427,2016
Stony Brook,1796.3074777283546,2016
East Mennonite,1477.621467016147,2016
Dallas Christian,1215.8501080238577,2016
St. John's (NY),1595.6787301015852,2016
Lincoln (PA),1467.2840606885406,2016
William Jewell,1411.4395689846394,2016
Texas A&M-Corpus Christi,1817.503319705191,2016
Ohio,1759.2474767344754,2016
Pepperdine,1741.8767695668828,2016
Northwest Nazarene,1430.914665897799,2016
Gardner-Webb,1552.7334546436641,2016
Trinity (CT),1462.5421026591343,2016
Guilford,1441.8970628264008,2016
Central Arkansas,1269.5399226995391,2016
Haskell Indian Nations Institute,1396.1266189985747,2016
South Dakota,1566.3636551150594,2016
New Mexico,1702.4651426495818,2016
La Roche,1462.0225936458955,2016
Longwood,1360.7913719752391,2016
Niagara,1272.0235996282563,2016
Arkansas-Fort Smith,1461.9361871735573,2016
Bethany (CA),1423.9106570273082,2016
West Virginia,2140.1303562085836,2016
Pomona-Pitzer,1399.7351255409078,2016
Winston-Salem,1465.3072750424801,2016
Newberry,1431.822493286905,2016
Mount Vernon Nazarene,1480.145239410252,2016
La Sierra,1302.1136760397337,2016
George Washington,1844.7377991995932,2016
Heidelberg,1492.0670920337523,2016
Arkansas-Monticello,1360.0602191143153,2016
Cal State Maritime,1412.421154856616,2016
Illinois-Springfield,1435.6211849121573,2016
Fairfield,1611.7004096036499,2016
Hannibal-LaGrange,1232.7198991935452,2016
St. Bonaventure,1934.888838655846,2016
Simpson,1395.4179599435006,2016
Arizona,2125.290740866824,2016
Wright State,1775.052047919282,2016
McKendree,1465.5922469632662,2016
Loyola (IL),1677.722300207625,2016
Vermont,1675.6830814192422,2016
Cumberland,1465.7492278777852,2016
Washington State,1608.3159064101537,2016
Southern Methodist,2040.506001133935,2016
Binghamton,1280.4211574697943,2016
Eastern Nazarene,1461.797770341677,2016
Houston,1893.3104637422618,2016
Arlington Baptist,1244.3551926258795,2016
Texas Tech,1943.2581115582207,2016
Eastern,1397.9072504768283,2016
UC-Santa Barbara,1777.0974572510863,2016
William Carey,1406.7340875294394,2016
University of the Southwest,1356.506572958228,2016
Howard Payne,1277.0882206447568,2016
Newbury,1480.6807640537606,2016
Claflin,1375.6812275533932,2016
Indiana-South Bend,1445.75880804213,2016
Auburn Montgomery,1267.3643197912013,2016
Minot State,1432.1606275111858,2016
Army,1527.251084925674,2016
Lubbock Christian,1485.2824077918283,2016
Morehouse,1472.7603894663946,2016
Summit,1412.1344462225647,2016
Ohio Northern,1483.7115121154081,2016
Arkansas Tech,1476.041726196698,2016
Alabama,1886.8959356209218,2016
Kansas,2316.2890606496344,2016
North Alabama,1470.813298236187,2016
Rutgers-Camden,1465.5501353246925,2016
Washington Adventist,1297.4203797972436,2016
Lehigh,1651.4166065660304,2016
Bethesda University (CA),1356.5399677927185,2016
Northern New Mexico,1279.779645198894,2016
Northern Illinois,1665.9433326075396,2016
Oakland City,1222.726796386969,2016
Fort Lewis,1481.7371701021334,2016
Eastern Illinois,1525.2632155595463,2016
Louisiana-Monroe,1779.4686615365501,2016
Minnesota-Duluth,1435.434183419032,2016
Chaminade,1328.8438585224594,2016
Sarah Lawrence,1478.3760756645213,2016
Averett,1359.7533148850275,2016
Rockhurst,1330.527301275347,2016
Austin College,1394.7446996602253,2016
Middle Tennessee,1844.7892157375607,2016
Miles,1348.074663265639,2016
Case Western Reserve,1475.0364534062444,2016
Brigham Young,1895.0789256064431,2016
NJIT,1449.6183610981186,2017
Alabama State,1201.0727120086426,2017
Virginia Intermont,1279.879171538188,2017
Maine,1270.8245023235559,2017
Frostburg State,1455.9187463459398,2017
Marian,1466.7001115464363,2017
Princeton,1972.6262460254743,2017
St. Gregory's,1380.9117209245844,2017
Evansville,1714.2163852858537,2017
Fairmont State,1481.1837018114059,2017
Maryville (MO),1380.4448875116173,2017
Texas College,1414.8535556947313,2017
Antelope Valley,1313.2700830808785,2017
Marywood,1335.3955511952702,2017
Wayland Baptist,1341.206026212715,2017
IPFW,1667.4673223996813,2017
North Carolina State,1801.1954941335503,2017
Talladega,1399.8629229340095,2017
Kentucky,2277.5705416135766,2017
Xavier (LA),1435.984316083621,2017
Eastern New Mexico,1445.641451888404,2017
Huntington,1470.0,2017
Central Baptist,1220.2094260486977,2017
Arizona Christian,1347.642045545053,2017
Redlands,1423.9944769960287,2017
North Dakota,1771.8283730945227,2017
Langston,1423.8705668734474,2017
Oral Roberts,1506.1881254056295,2017
District of Columbia,1405.3551328840053,2017
Alabama A&M,1059.3402999615212,2017
UC-Davis,1762.2532244589624,2017
Oakland,1829.498591999578,2017
Mount St. Mary's,1578.7950196596416,2017
American International,1479.0603533622618,2017
Thomas More,1468.0242896173957,2017
Sacred Heart,1352.152051782845,2017
Wilberforce,1418.3255168392184,2017
Florida International,1361.8520705901713,2017
James Madison,1540.8578502551075,2017
Franklin Pierce,1489.7298805760324,2017
Oberlin,1333.8652761730252,2017
Cal State Dominguez Hills,1371.3688889617192,2017
Our Lady of the Lake,1342.8997722009087,2017
Texas-Tyler,1299.5913302009578,2017
North Carolina-Pembroke,1457.9228645371236,2017
Widener,1459.2419153914593,2017
Missouri Southern State,1485.2836399360945,2017
Brescia,1335.3876716789039,2017
Illinois,1921.435725773925,2017
Southwest State (MN),1441.4427436658057,2017
North Florida,1629.9880562478854,2017
Louisiana College,1156.394443383027,2017
Rogers State,1418.0542796090851,2017
Erskine,1419.115408923804,2017
Eastern Kentucky,1498.8537946427166,2017
Toledo,1682.7892659030254,2017
Penn State-Altoona,1464.0994563840825,2017
Mid-Atlantic Christian,1384.9963030462807,2017
Eckerd,1456.9388278014437,2017
South Florida,1425.1968462046736,2017
Weber State,1657.8184102112946,2017
Emory & Henry,1422.2031990146565,2017
Boston College,1597.689845169323,2017
Green Bay,1699.271301559031,2017
Montana State-Billings,1449.5170630977993,2017
North Dakota State,1695.5060281480787,2017
Whitman,1459.348845475622,2017
Santa Clara,1757.876861526356,2017
Westminster,1434.3118135947484,2017
Carver Bible,1355.230693172508,2017
SUNY-Cobleskill,1425.8871574059926,2017
Southern Utah,1277.0579463756,2017
Fredonia State,1467.1922943080754,2017
Wyoming,1705.1524746811774,2017
Chatham,1456.0452514191675,2017
Coastal Georgia,1377.2733768447854,2017
St. Mary's (TX),1488.0522599404724,2017
Keystone,1412.5753074272413,2017
Air Force,1580.6791890184268,2017
Simpson (CA),1391.1159808645898,2017
Chadron State,1466.013344743323,2017
Young Harris,1434.0702133501345,2017
Point University,1466.2346040589748,2017
Presentation College,1413.2194351346348,2017
Cairn,1337.5831861370973,2017
Maryland-Baltimore County,1522.6508153408552,2017
Baruch College,1439.8935880999684,2017
Boise State,1816.0178409492594,2017
Flagler,1471.363531655507,2017
Newman,1492.6465248039258,2017
St. Mary's (MD),1462.5545058719497,2017
Mary Washington,1459.614019497514,2017
Pennsylvania,1596.6520919425468,2017
Cheyney,1356.9762644555137,2017
Saint Peter's,1677.6812472922445,2017
King (TN),1435.7951845231087,2017
Wilmington (OH),1464.5135867494425,2017
SUNY-Oneonta,1473.5793235247259,2017
Pensacola Christian,1459.8135051065492,2017
Lake Erie,1421.821331446404,2017
Hawaii Pacific,1419.0324162450547,2017
New Orleans,1670.4064353673755,2017
Roanoke,1442.3947620516253,2017
Lyon,1225.091625726673,2017
Mount Ida College,1386.9491047944134,2017
Salve Regina,1426.3221695718444,2017
Hawaii-Hilo,1380.9088836806216,2017
Incarnate Word,1498.1373345615525,2017
Robert Morris (IL),1314.6141923219916,2017
Northwest Washington,1465.3011372620329,2017
Fordham,1614.1099977152035,2017
Coker,1366.2050112327365,2017
Lenoir-Rhyne,1415.3775440590518,2017
Merchant Marine,1474.0783166457588,2017
UC-Riverside,1396.6480349428987,2017
Michigan,2150.319320900636,2017
Denver,1609.431724204027,2017
Rider,1572.971628479765,2017
Valparaiso,1842.4743824228412,2017
John Jay,1465.0705047991494,2017
Concordia (MI),1402.3885720257706,2017
Northwest University,1405.0114546065095,2017
Dallas Baptist,1455.0405049547833,2017
St. Thomas Aquinas,1477.4856533660243,2017
New Mexico Highlands,1468.9483726316603,2017
Spalding,1407.2648919517753,2017
Transylvania,1473.4649745384008,2017
Muskingum,1480.014975826526,2017
Ryerson,1488.681542336707,2017
Virginia Union,1478.9498306784062,2017
Texas-San Antonio,1522.440895818213,2017
Virginia Wise,1212.9932999559535,2017
Northwestern,1990.7004825672427,2017
Wichita State,2157.136264397665,2017
Stanford,1815.7364345175474,2017
Idaho,1659.02168737345,2017
Voorhees,1330.3741741038282,2017
Colgate,1423.285118407113,2017
Kenyon,1445.3473946489614,2017
Saint Joseph's,1580.1175130665572,2017
Bridgewater (VA),1338.7009298812131,2017
Kalamazoo,1480.2955574835978,2017
New Mexico State,1878.9129649897948,2017
Boyce,1467.154956392139,2017
Notre Dame (OH),1406.392683904415,2017
Columbia International,1311.500663258887,2017
Ave Maria,1251.6395074978852,2017
Winthrop,1845.627173878338,2017
Georgia Southwestern,1413.856803266958,2017
Austin Peay,1510.9744375770229,2017
Francis Marion,1496.438558736453,2017
Saginaw Valley State,1444.131645605189,2017
Thomas University,1216.538783337218,2017
Sewanee,1413.98274135179,2017
Cal Tech,1463.0940788726289,2017
Valley City State,1365.4981394654324,2017
Central State (OH),1477.14570756453,2017
Florida State,2106.769897385668,2017
Edward Waters,1268.4666725815591,2017
Oregon State,1567.563904943782,2017
UCLA,2205.332474629027,2017
Georgia State,1717.74869366583,2017
Tennessee Wesleyan,1435.8192410011964,2017
Hendrix,1391.0314544499743,2017
Texas,1796.3263606171895,2017
Lourdes,1480.9613248489109,2017
Loyola Marymount,1725.6723601939211,2017
Grand Canyon,1825.368417690245,2017
Harvard,1719.8653631608918,2017
Drexel,1387.4787944549987,2017
Victory,1338.1937838413114,2017
Ferrum,1355.5299199620636,2017
Mid-Continent,1401.4624550274686,2017
Earlham,1462.2276042266335,2017
West Coast Baptist,1450.1949549023786,2017
Johnson & Wales (NC),1142.2193443226765,2017
Trinity (FL),1368.5279811175496,2017
Florida Christian,1322.959196870475,2017
Albright,1464.3130494893308,2017
IUPUI,1638.3743922777523,2017
Methodist,1392.417801940421,2017
Oklahoma State,2019.8864916749242,2017
Oak Hills Christian,1467.6681080784529,2017
Benedictine (IL),1404.5915868629031,2017
Utica,1464.6555288985628,2017
LeMoyne-Owen,1419.7234015661916,2017
Yale,1760.9314427697882,2017
High Point,1501.892719292341,2017
Bethune-Cookman,1317.9408368071356,2017
Colorado State,1916.9757398215918,2017
Northwestern State,1502.6349689697415,2017
Mississippi Valley State,1241.8872289729095,2017
Piedmont,1245.6727100911557,2017
Kentucky State,1427.0327153956287,2017
Lewis & Clark,1353.081118340532,2017
Ottawa (KS),1474.796186423692,2017
Pacific Union,1340.8022913862137,2017
Creighton,2059.4383923179207,2017
Marist,1340.2598654106243,2017
Wagner,1498.2462016286063,2017
Panhandle State,1337.017995750945,2017
Pacifica,1348.2783710529995,2017
Maryland-Eastern Shore,1413.4880921955357,2017
Crowley's Ridge,1261.4601916089873,2017
Loyola (MD),1453.9848931809513,2017
Oakwood,1236.4514801840821,2017
Eastern Washington,1665.3614982537918,2017
Oklahoma Baptist,1485.495811040928,2017
St. Catharine,1428.015832649083,2017
Wabash,1467.1344894836345,2017
Cardinal Stritch,1465.3011372620329,2017
Sul Ross State,1409.8691759322821,2017
Willamette,1385.2805112352682,2017
Indiana,1959.3766455162408,2017
Corban,1455.9352897797928,2017
Berry,1474.224312446079,2017
Youngstown State,1530.8511045266287,2017
South Carolina,1928.5226313116218,2017
Cincinnati-Clermont,1420.412486448008,2017
Georgia,1967.17761501737,2017
Queens (NY),1471.7533625396122,2017
Louisiana State,1642.2941164249821,2017
Madonna,1414.8426016876049,2017
Martin Methodist,1371.206181027225,2017
Southwest Minnesota State,1474.9130533627974,2017
Bethel (TN),1352.1078793195372,2017
Southern-New Orleans,1362.3305376403566,2017
Utah State,1716.1136032601628,2017
College of Faith,1489.2761108159405,2017
Montreat,1061.121329586921,2017
Houston Baptist,1669.3807585111847,2017
Nevada,2053.5247367772713,2017
Saint Xavier (IL),1456.7264736277632,2017
Florida College,1275.5716454887265,2017
San Diego Christian,1139.156154781923,2017
Lincoln (MO),1457.822265875357,2017
Alcorn State,1497.2129779712907,2017
George Fox,1404.2535498847749,2017
Regis,1479.1010712196337,2017
Detroit Mercy,1477.2909723696384,2017
Long Beach State,1656.161534910136,2017
Cal Lutheran,1415.6092748112524,2017
Suffolk,1375.8778595972121,2017
Susquehanna,1440.781007097904,2017
Judson,1266.546860574729,2017
Texas A&M,1891.990364779275,2017
Dakota State,1454.7126397300635,2017
Ohio Valley,1437.2956595267462,2017
Messiah,1460.3317456286175,2017
Pacific (OR),1432.6242594168123,2017
Black Hills State,1407.6907065691942,2017
St. Andrews,1216.8705592386432,2017
Saint Louis,1644.149772785457,2017
Texas Christian,1898.322396409703,2017
California Baptist,1475.488298185176,2017
Puget Sound,1476.6195233163512,2017
Hillsdale,1328.348508792014,2017
Eureka,1280.57415891447,2017
John Carroll,1482.6264052800088,2017
Dalton State,1389.924401395423,2017
Tennessee,1840.4211268877425,2017
Western Kentucky,1609.1247787336008,2017
Southwestern (TX),1477.3006588605836,2017
Portland,1477.1239137288605,2017
Geneva,1438.6337893342425,2017
Drake,1418.3887299203889,2017
Dayton,1986.333166389838,2017
Wartburg,1482.5234727707966,2017
Prairie View,1356.3187897389644,2017
Johnson & Wales (CO),1430.3053599184732,2017
Virginia-Lynchburg,1378.514026719233,2017
Graceland (IA),1458.9638978939358,2017
Allen,1120.7755567075951,2017
North Carolina Central,1607.650352366854,2017
Wisconsin-Superior,1487.610700281122,2017
Pacific Lutheran,1317.0612828986957,2017
Fisher College,1257.4884746089876,2017
Montana Tech,1295.770695853411,2017
Silver Lake,1471.2676437715288,2017
Wake Forest,1996.3362648937516,2017
Mt. St. Joseph,1455.4335361891183,2017
Michigan Tech,1468.2584275037138,2017
Coe,1453.4854247571207,2017
Emmanuel,1492.7966251692824,2017
Colorado Christian,1299.4166723100798,2017
Warner Southern,1337.8164844358282,2017
Southern Tech,1472.1291658104608,2017
Bacone,1440.937276279611,2017
Arcadia,1442.9024999861945,2017
Upper Iowa,1469.2210585300138,2017
Saint Martin's,1483.3260202586964,2017
Merchant Marine Academy,1479.890368780526,2017
Villanova,2365.7293582986003,2017
Miami (FL),2100.83172188126,2017
Nebraska,1765.1985899893286,2017
Pine Manor,1466.4905562042438,2017
Buffalo State,1479.3794974274922,2017
Lesley,1420.409908090257,2017
Nebraska-Omaha,1747.911616878564,2017
Brewton-Parker,1277.3547769910012,2017
William Jessup,1363.6506054882282,2017
Stephen F. Austin,1689.1156984266277,2017
Hofstra,1619.934464476571,2017
Staten Island,1436.970292539105,2017
Vanguard,1272.1783462863984,2017
Gallaudet,1463.4262699055482,2017
Presbyterian,1203.4127765813917,2017
Denison,1495.4774287782827,2017
Olivet Nazarene,1421.7430686701246,2017
Butler,2083.976004446451,2017
Hope,1470.6257310837148,2017
Northwestern Ohio,1475.8232791705566,2017
East Central,1424.7827710459107,2017
Atlanta Christian,1448.9663132698665,2017
Albertus Magnus,1427.3375524059559,2017
McGill,1486.2098200261848,2017
Penn State-Beaver,1450.8237640201057,2017
Mitchell,1448.0111843538593,2017
Belmont,1802.738590473037,2017
Fisk,1247.5595413721142,2017
Tougaloo,1327.2794126572142,2017
Greenville,1461.7702226203285,2017
Texas Lutheran,1331.6955929462465,2017
City Tech,1463.0720975019487,2017
Cal State Los Angeles,1471.9650553697445,2017
South Carolina Upstate,1484.0155298369516,2017
Concordia-St. Paul,1479.4040413695707,2017
Southern Wesleyan,1400.0487685228657,2017
Thiel,1419.6171063578888,2017
Roosevelt,1245.6484704108877,2017
American,1377.5875100451574,2017
Mercer,1610.9555774838325,2017
Viterbo University,1481.7674271874912,2017
Michigan State,1987.4892188991375,2017
Cornell,1432.969789124938,2017
Northeastern,1597.7634812314423,2017
Wittenberg,1468.3730894732307,2017
Gwynedd-Mercy,1354.7728457329056,2017
Southern California,1996.9104379429077,2017
Union (KY),1344.3151485431786,2017
Samford,1585.0823311167537,2017
Oregon,2257.2255216465137,2017
Central Florida,1893.8110862227363,2017
Missouri Valley,1397.1174652990683,2017
Western State,1308.3614642508837,2017
Wilmington (DE),1344.2882480291662,2017
York (NE),1442.1829499607434,2017
Illinois Tech,1409.3008480368403,2017
Hampden-Sydney,1453.487859844162,2017
Northern Michigan,1464.925398735378,2017
Purdue,2139.495051545309,2017
Saint Joseph's (ME),1474.231266272213,2017
Colorado,1954.066627306039,2017
Fort Valley State,1222.5327292621803,2017
Westminster (UT),1460.7098039360296,2017
Le Tourneau,1485.066639893185,2017
Palm Beach Atlantic,1398.4589575839125,2017
Pittsburgh,1895.9760963454291,2017
Culver-Stockton,1433.1743980522922,2017
Open Bible College,1413.6630351187807,2017
Central Connecticut State,1186.0917028422064,2017
Albany (NY),1698.616287351343,2017
Arkansas-Little Rock,1554.7061011079647,2017
Grambling,1382.2680915676178,2017
Buena Vista,1478.8233145140039,2017
SUNY-Oswego,1451.8587937698505,2017
North Carolina-Greensboro,1827.7828348895428,2017
Westmont,1445.3018039985109,2017
Mississippi State,1768.579767587043,2017
Millsaps,1393.1193701104817,2017
Lyndon State,1316.2473633410384,2017
Quinnipiac,1332.1401445795489,2017
Doane College,1455.7751803768322,2017
Concordia (AL),1461.457436543984,2017
Williams Baptist,1429.8970731702132,2017
Saint Mary's (MN),1459.136296488224,2017
Charlotte,1533.7499585271348,2017
Trevecca Nazarene,1448.0608434095773,2017
West Florida,1470.0,2017
Rhodes,1469.2485667323658,2017
LaGrange,1361.7721811391984,2017
Westminster (MO),1468.935652933728,2017
Indiana Tech,1446.216071751136,2017
Minnesota-Morris,1418.1247347266321,2017
Olivet College,1458.2839540020743,2017
Madaille,1486.3475227858432,2017
Haverford,1454.9028517468753,2017
Wisconsin,2078.1608433504307,2017
Baptist Bible (PA),1416.3742544572508,2017
Metropolitan State,1471.2240737139473,2017
Georgia Southern,1593.6705264987697,2017
Tennessee Temple,1381.9763665911391,2017
Lipscomb,1695.747396566024,2017
Alfred,1460.9316436274457,2017
Pfeiffer,1446.2988098315745,2017
Indiana-East,1440.3848585798341,2017
Wofford,1654.1573664140772,2017
Florida Southern,1470.9182952561005,2017
Richmond,1900.967098059773,2017
Aquinas,1449.4434889965698,2017
Massachusetts,1623.7085955075108,2017
Molloy,1446.193482741468,2017
Tennessee State,1551.7433594003007,2017
Siena,1691.4701762872214,2017
Bluefield (WV),1383.9548531320038,2017
Point Loma Nazarene,1458.384747421894,2017
Penn State,1821.5318744943108,2017
Ursinus,1434.3379470448745,2017
Virginia Military Institute,1314.2593732372866,2017
North Carolina Wesleyan,1302.9241249586562,2017
Concordia (IL),1419.2183645836947,2017
Missouri State,1659.409431167296,2017
Goucher,1335.8529034002356,2017
Greenville (IL),1381.1582426953687,2017
Fresno Pacific,1346.2170635914008,2017
Western New England,1480.0566536312429,2017
Johnson & Wales,1466.7992451507346,2017
Johnson C. Smith,1470.8949134743575,2017
Slippery Rock,1492.5891383959192,2017
Olivet,1470.5720667581152,2017
Georgia Tech,1893.772716963891,2017
Marquette,2007.818373247116,2017
Virginia,2129.8616445023704,2017
Temple,1732.3668832580954,2017
